patch_number,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,contrast,dissimilarity,homogeneity,ASM,energy,correlation,t1f1b1,t1f1b2,t1f1b3,t1f1b4,t1f1b5,t1f1b6,t1f1b7,t1f1b8,t1f1b9,t1f1b10,t1f1b11,t1f1b12,t1f1b13,t1f1b14,t1f1b15,t1f1b16,t1f1b17,t1f1b18,t1f1b19,t1f1b20,t1f2b1,t1f2b2,t1f2b3,t1f2b4,t1f2b5,t1f2b6,t1f2b7,t1f2b8,t1f2b9,t1f2b10,t1f2b11,t1f2b12,t1f2b13,t1f2b14,t1f2b15,t1f2b16,t1f2b17,t1f2b18,t1f2b19,t1f2b20,t2f1b1,t2f1b2,t2f1b3,t2f1b4,t2f1b5,t2f1b6,t2f1b7,t2f1b8,t2f1b9,t2f1b10,t2f1b11,t2f1b12,t2f1b13,t2f1b14,t2f1b15,t2f1b16,t2f1b17,t2f1b18,t2f1b19,t2f1b20,t2f2b1,t2f2b2,t2f2b3,t2f2b4,t2f2b5,t2f2b6,t2f2b7,t2f2b8,t2f2b9,t2f2b10,t2f2b11,t2f2b12,t2f2b13,t2f2b14,t2f2b15,t2f2b16,t2f2b17,t2f2b18,t2f2b19,t2f2b20,t3f1b1,t3f1b2,t3f1b3,t3f1b4,t3f1b5,t3f1b6,t3f1b7,t3f1b8,t3f1b9,t3f1b10,t3f1b11,t3f1b12,t3f1b13,t3f1b14,t3f1b15,t3f1b16,t3f1b17,t3f1b18,t3f1b19,t3f1b20,t3f2b1,t3f2b2,t3f2b3,t3f2b4,t3f2b5,t3f2b6,t3f2b7,t3f2b8,t3f2b9,t3f2b10,t3f2b11,t3f2b12,t3f2b13,t3f2b14,t3f2b15,t3f2b16,t3f2b17,t3f2b18,t3f2b19,t3f2b20,t4f1b1,t4f1b2,t4f1b3,t4f1b4,t4f1b5,t4f1b6,t4f1b7,t4f1b8,t4f1b9,t4f1b10,t4f1b11,t4f1b12,t4f1b13,t4f1b14,t4f1b15,t4f1b16,t4f1b17,t4f1b18,t4f1b19,t4f1b20,t4f2b1,t4f2b2,t4f2b3,t4f2b4,t4f2b5,t4f2b6,t4f2b7,t4f2b8,t4f2b9,t4f2b10,t4f2b11,t4f2b12,t4f2b13,t4f2b14,t4f2b15,t4f2b16,t4f2b17,t4f2b18,t4f2b19,t4f2b20,d0l2b1,d0l2b2,d0l2b3,d0l2b4,d0l2b5,d0l3b1,d0l3b2,d0l3b3,d0l3b4,d0l3b5,d0l4b1,d0l4b2,d0l4b3,d0l4b4,d0l4b5,d0l5b1,d0l5b2,d0l5b3,d0l5b4,d0l5b5,d0l6b1,d0l6b2,d0l6b3,d0l6b4,d0l6b5,d0l7b1,d0l7b2,d0l7b3,d0l7b4,d0l7b5,d45l2b1,d45l2b2,d45l2b3,d45l2b4,d45l2b5,d45l3b1,d45l3b2,d45l3b3,d45l3b4,d45l3b5,d45l4b1,d45l4b2,d45l4b3,d45l4b4,d45l4b5,d45l5b1,d45l5b2,d45l5b3,d45l5b4,d45l5b5,d45l6b1,d45l6b2,d45l6b3,d45l6b4,d45l6b5,d45l7b1,d45l7b2,d45l7b3,d45l7b4,d45l7b5,d90l2b1,d90l2b2,d90l2b3,d90l2b4,d90l2b5,d90l3b1,d90l3b2,d90l3b3,d90l3b4,d90l3b5,d90l4b1,d90l4b2,d90l4b3,d90l4b4,d90l4b5,d90l5b1,d90l5b2,d90l5b3,d90l5b4,d90l5b5,d90l6b1,d90l6b2,d90l6b3,d90l6b4,d90l6b5,d90l7b1,d90l7b2,d90l7b3,d90l7b4,d90l7b5,d135l2b1,d135l2b2,d135l2b3,d135l2b4,d135l2b5,d135l3b1,d135l3b2,d135l3b3,d135l3b4,d135l3b5,d135l4b1,d135l4b2,d135l4b3,d135l4b4,d135l4b5,d135l5b1,d135l5b2,d135l5b3,d135l5b4,d135l5b5,d135l6b1,d135l6b2,d135l6b3,d135l6b4,d135l6b5,d135l7b1,d135l7b2,d135l7b3,d135l7b4,d135l7b5
Cancer_1_57,0,0,0,0,0.034667969,0.448486328,0.497558594,0.019287109,1990.66393,35.75768008,0.027521931,0.000204549,0.014302073,0.140089135,0,0,0,0,0,0,0,0,0,8,4074,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,2008,1768,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1827,1994,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4084,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,2052,1751,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1838,1991,90,0,0,0,0,0,0,11,16,17,23,30,0,9,17,21,20,2,3,2,11,10,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,8,19,30,44,45,1,4,3,15,8,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,15,24,40,31,5,10,9,22,27,0,1,3,10,9,0,0,0,2,5,0,0,0,1,0,0,0,0,1,0,9,14,24,38,49,1,2,5,15,6,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_58,0,0,0,0,0.016845703,0.294921875,0.569824219,0.118408203,2466.814619,38.20762712,0.030934468,0.000187121,0.013679207,0.2217468,0,0,0,0,0,0,0,0,0,3,4074,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1425,2212,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1222,2299,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4048,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1424,2161,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1226,2300,487,0,0,0,0,0,0,2,0,10,8,28,1,1,5,12,25,1,0,2,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,9,13,44,1,0,2,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,10,20,3,0,4,9,17,0,0,2,1,10,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,1,11,15,34,1,0,3,1,11,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cancer_1_59,0,0,0,0,0.018554688,0.32421875,0.587402344,0.069824219,1931.727754,33.49099576,0.034146553,0.000203217,0.014255411,0.292909673,0,0,0,0,0,0,0,0,0,14,4039,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1516,2211,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1354,2352,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4075,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1515,2261,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1344,2358,297,0,0,0,0,0,0,2,0,6,15,24,2,0,1,11,11,0,0,1,1,3,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,0,5,22,32,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,18,22,2,0,3,11,11,1,0,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,6,26,27,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_60,0,0,0,0,0.015380859,0.354980469,0.584960938,0.044677734,1552.725106,30.85222458,0.03558017,0.000212264,0.014569289,0.301102604,0,0,0,0,0,0,0,0,0,1,4078,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1663,2184,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1491,2333,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4082,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1715,2144,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1493,2340,186,0,0,0,0,0,0,6,3,20,10,24,2,1,10,21,22,0,0,3,4,9,1,0,0,4,6,0,0,1,3,3,0,0,1,0,0,2,3,25,21,48,1,0,6,4,12,1,0,0,4,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,1,15,17,33,2,4,14,9,20,0,0,4,5,6,1,0,1,1,8,0,0,1,0,1,0,0,0,0,0,5,4,21,23,40,2,0,4,9,14,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cancer_1_61,0,0,0,0,0.021484375,0.412353516,0.504882813,0.061279297,2407.727225,37.70233051,0.0296332,0.000200411,0.014156671,0.14103834,0,0,0,0,0,0,0,0,0,3,4074,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1847,1863,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1711,2008,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4063,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1853,1862,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1700,2016,264,0,0,0,0,0,0,2,10,12,24,43,3,6,12,10,28,0,5,3,3,12,0,0,2,1,7,0,0,0,0,3,0,0,0,0,1,3,17,21,27,59,1,3,5,3,24,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,10,10,26,41,0,13,15,17,39,0,1,4,1,17,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,3,15,22,27,54,0,2,3,2,24,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_62,0,0,0,0,0.015380859,0.435791016,0.52734375,0.021484375,1783.699417,32.67823093,0.029845115,0.000221592,0.014885972,0.120881114,0,0,0,0,0,0,0,0,0,8,4065,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,2045,1826,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1825,2080,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4081,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1998,1908,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1818,2089,101,0,0,0,0,0,0,0,7,22,37,25,0,2,11,23,21,0,0,2,3,7,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,8,24,39,50,0,0,2,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,24,22,0,6,8,17,24,0,0,5,8,12,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,21,40,31,0,0,1,8,15,0,2,2,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Cancer_1_63,0,0,0,0,0.013427734,0.421142578,0.530273438,0.03515625,1515.487288,30.09533898,0.03234243,0.000233971,0.015296111,0.219041229,0,0,0,0,0,0,0,0,0,7,4068,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2036,1829,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1782,2079,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4079,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2028,1843,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1774,2102,147,0,0,0,0,0,0,2,5,13,15,41,0,2,8,15,19,0,1,1,6,14,0,0,0,1,5,0,0,0,1,2,0,0,0,0,0,0,6,14,24,55,0,0,0,3,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,18,52,2,1,11,11,28,0,1,2,3,11,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,5,14,21,52,0,0,1,5,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_64,0,0,0,0,0.022216797,0.454833984,0.471923828,0.051025391,1938.688559,34.3654661,0.032287878,0.000213421,0.01460895,0.181539103,0,0,0,0,0,0,0,0,0,1,4070,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2161,1585,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1876,1885,213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4074,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2153,1643,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1882,1878,215,0,0,0,0,0,0,8,17,12,26,37,0,8,7,22,20,1,1,1,5,7,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,6,12,12,41,43,1,1,1,12,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,14,30,27,4,6,11,22,25,1,3,1,12,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,11,16,38,52,2,1,0,11,8,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cancer_2_1,0,0,0,0,0.045166016,0.531005859,0.405761719,0.018066406,1449.340837,28.73914195,0.05190905,0.000470607,0.021693482,0.38947276,0,0,0,0,0,0,0,0,0,125,3952,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,182,2383,1395,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,74,2196,1616,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3947,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,170,2401,1413,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,73,2197,1619,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_2,0,0,0,0,0.035400391,0.431640625,0.49609375,0.036865234,1618.003178,30.57574153,0.047163224,0.000472676,0.021741117,0.362491593,0,0,0,0,0,0,0,0,0,66,3985,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,144,2032,1718,124,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,3959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,111,1800,1959,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3988,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,2044,1725,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,109,1803,1963,155,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_3,0,0,0,0,0.039794922,0.441894531,0.43359375,0.084716797,2008.395127,34.62235169,0.047137916,0.00043291,0.020806478,0.434951194,0,0,0,0,0,0,0,0,0,66,3989,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,171,1997,1561,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,118,1860,1693,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3990,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2016,1595,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,123,1813,1745,351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_4,0,0,0,0,0.037353516,0.344726563,0.558105469,0.059814453,1870.076006,33.61837924,0.046750525,0.00044869,0.021182302,0.384597083,0,0,0,0,0,0,0,0,0,64,4011,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,161,1651,2038,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,116,1450,2214,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4018,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1689,2010,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,109,1467,2205,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_5,0,0,0,0,0.032470703,0.458984375,0.479492188,0.029052734,1844.102225,34.0095339,0.042643461,0.000450829,0.021232735,0.285897333,0,0,0,0,0,0,0,0,0,68,3986,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,141,2103,1672,107,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,89,1907,1900,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4005,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2132,1678,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,84,1910,1901,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_6,0,0,0,0,0.030273438,0.432373047,0.510498047,0.026855469,1745.187765,32.14115466,0.050449308,0.000457772,0.021395617,0.274863777,0,0,0,0,0,0,0,0,0,68,3994,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,135,1991,1778,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,90,1794,2026,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4006,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2031,1810,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,3931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,85,1809,2017,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_7,0,0,0,0,0.030761719,0.421630859,0.495117188,0.052490234,1815.980667,33.3403072,0.042921674,0.000444587,0.021085232,0.372420112,0,0,0,0,0,0,0,0,0,66,3997,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,131,1933,1786,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,95,1744,1977,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4011,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,1941,1816,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,98,1738,1980,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_8,0,0,0,0,0.037353516,0.430419922,0.482666016,0.049560547,2024.459481,34.80799788,0.047521858,0.000442378,0.021032778,0.323668727,0,0,0,0,0,0,0,0,0,78,3981,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,167,1897,1793,173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,117,1750,1964,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4009,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1942,1808,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,3947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,124,1763,1932,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_9,0,0,0,0,0.03125,0.449707031,0.488525391,0.030517578,1818.497087,31.95153602,0.038581396,0.000231236,0.015206438,0.160014464,0,0,0,0,0,0,0,0,0,62,4013,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,2136,1668,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,76,1875,1943,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3999,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,102,2129,1682,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,77,1877,1942,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_2_10,0,0,0,0,0.025390625,0.412597656,0.532714844,0.029296875,1674.753708,32.02277542,0.032345581,0.00022331,0.014943576,0.184727046,0,0,0,0,0,0,0,0,0,4,4068,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,1982,1826,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1730,2111,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4067,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2042,1804,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1737,2113,123,0,0,0,0,0,0,0,4,8,8,13,4,3,4,11,13,0,0,1,6,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,5,8,23,26,0,0,2,5,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,16,13,1,4,8,14,9,0,1,0,5,5,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,5,9,25,19,0,1,2,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
