patch_number,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,contrast,dissimilarity,homogeneity,ASM,energy,correlation,t1f1b1,t1f1b2,t1f1b3,t1f1b4,t1f1b5,t1f1b6,t1f1b7,t1f1b8,t1f1b9,t1f1b10,t1f1b11,t1f1b12,t1f1b13,t1f1b14,t1f1b15,t1f1b16,t1f1b17,t1f1b18,t1f1b19,t1f1b20,t1f2b1,t1f2b2,t1f2b3,t1f2b4,t1f2b5,t1f2b6,t1f2b7,t1f2b8,t1f2b9,t1f2b10,t1f2b11,t1f2b12,t1f2b13,t1f2b14,t1f2b15,t1f2b16,t1f2b17,t1f2b18,t1f2b19,t1f2b20,t2f1b1,t2f1b2,t2f1b3,t2f1b4,t2f1b5,t2f1b6,t2f1b7,t2f1b8,t2f1b9,t2f1b10,t2f1b11,t2f1b12,t2f1b13,t2f1b14,t2f1b15,t2f1b16,t2f1b17,t2f1b18,t2f1b19,t2f1b20,t2f2b1,t2f2b2,t2f2b3,t2f2b4,t2f2b5,t2f2b6,t2f2b7,t2f2b8,t2f2b9,t2f2b10,t2f2b11,t2f2b12,t2f2b13,t2f2b14,t2f2b15,t2f2b16,t2f2b17,t2f2b18,t2f2b19,t2f2b20,t3f1b1,t3f1b2,t3f1b3,t3f1b4,t3f1b5,t3f1b6,t3f1b7,t3f1b8,t3f1b9,t3f1b10,t3f1b11,t3f1b12,t3f1b13,t3f1b14,t3f1b15,t3f1b16,t3f1b17,t3f1b18,t3f1b19,t3f1b20,t3f2b1,t3f2b2,t3f2b3,t3f2b4,t3f2b5,t3f2b6,t3f2b7,t3f2b8,t3f2b9,t3f2b10,t3f2b11,t3f2b12,t3f2b13,t3f2b14,t3f2b15,t3f2b16,t3f2b17,t3f2b18,t3f2b19,t3f2b20,t4f1b1,t4f1b2,t4f1b3,t4f1b4,t4f1b5,t4f1b6,t4f1b7,t4f1b8,t4f1b9,t4f1b10,t4f1b11,t4f1b12,t4f1b13,t4f1b14,t4f1b15,t4f1b16,t4f1b17,t4f1b18,t4f1b19,t4f1b20,t4f2b1,t4f2b2,t4f2b3,t4f2b4,t4f2b5,t4f2b6,t4f2b7,t4f2b8,t4f2b9,t4f2b10,t4f2b11,t4f2b12,t4f2b13,t4f2b14,t4f2b15,t4f2b16,t4f2b17,t4f2b18,t4f2b19,t4f2b20,d0l2b1,d0l2b2,d0l2b3,d0l2b4,d0l2b5,d0l3b1,d0l3b2,d0l3b3,d0l3b4,d0l3b5,d0l4b1,d0l4b2,d0l4b3,d0l4b4,d0l4b5,d0l5b1,d0l5b2,d0l5b3,d0l5b4,d0l5b5,d0l6b1,d0l6b2,d0l6b3,d0l6b4,d0l6b5,d0l7b1,d0l7b2,d0l7b3,d0l7b4,d0l7b5,d45l2b1,d45l2b2,d45l2b3,d45l2b4,d45l2b5,d45l3b1,d45l3b2,d45l3b3,d45l3b4,d45l3b5,d45l4b1,d45l4b2,d45l4b3,d45l4b4,d45l4b5,d45l5b1,d45l5b2,d45l5b3,d45l5b4,d45l5b5,d45l6b1,d45l6b2,d45l6b3,d45l6b4,d45l6b5,d45l7b1,d45l7b2,d45l7b3,d45l7b4,d45l7b5,d90l2b1,d90l2b2,d90l2b3,d90l2b4,d90l2b5,d90l3b1,d90l3b2,d90l3b3,d90l3b4,d90l3b5,d90l4b1,d90l4b2,d90l4b3,d90l4b4,d90l4b5,d90l5b1,d90l5b2,d90l5b3,d90l5b4,d90l5b5,d90l6b1,d90l6b2,d90l6b3,d90l6b4,d90l6b5,d90l7b1,d90l7b2,d90l7b3,d90l7b4,d90l7b5,d135l2b1,d135l2b2,d135l2b3,d135l2b4,d135l2b5,d135l3b1,d135l3b2,d135l3b3,d135l3b4,d135l3b5,d135l4b1,d135l4b2,d135l4b3,d135l4b4,d135l4b5,d135l5b1,d135l5b2,d135l5b3,d135l5b4,d135l5b5,d135l6b1,d135l6b2,d135l6b3,d135l6b4,d135l6b5,d135l7b1,d135l7b2,d135l7b3,d135l7b4,d135l7b5
Cancer_4_48,0,0,0,0,0.032470703,0.558349609,0.407226563,0.001953125,1505.426642,30.68617585,0.0324033,0.00023071,0.015189132,0.108982181,0,0,0,0,0,0,0,0,0,3,4085,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2510,1346,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2312,1612,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4086,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,2533,1337,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2316,1607,17,0,0,0,0,0,0,8,13,12,32,47,5,9,13,27,32,0,4,3,10,16,0,0,0,6,8,0,0,0,0,2,0,0,0,0,3,10,17,15,48,80,0,2,6,18,20,0,0,0,3,7,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,9,5,11,29,58,6,12,12,37,41,0,2,2,9,14,0,1,1,2,7,0,0,0,3,5,0,0,0,0,0,10,14,19,56,78,0,3,2,14,34,0,0,2,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cancer_4_49,0,0,0,0,0.037597656,0.449462891,0.44140625,0.071533203,2618.192797,38.60116525,0.029180385,0.000200552,0.014161624,0.15333953,0,0,0,0,0,0,0,0,0,67,4001,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,2114,1539,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,3931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,114,1860,1768,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3958,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,164,2057,1572,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,103,1863,1782,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_4_50,0,0,0,0,0.025878906,0.5234375,0.423339844,0.02734375,2066.229078,36.0659428,0.029407754,0.000205707,0.014342473,0.065821107,0,0,0,0,0,0,0,0,0,13,4071,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2345,1504,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2141,1696,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4067,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,2344,1469,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2169,1674,122,0,0,0,0,0,0,2,24,44,40,35,2,8,24,36,32,1,4,9,12,24,0,0,2,6,5,0,0,1,2,5,0,0,0,0,0,3,21,51,62,78,0,1,9,19,18,0,0,0,6,6,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,4,17,39,46,43,1,16,25,38,45,0,0,9,8,11,0,1,1,8,4,0,0,0,3,4,0,0,0,2,2,1,21,41,56,73,0,5,7,21,24,0,0,3,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_4_51,0,0,0,0,0.017578125,0.517822266,0.445556641,0.019042969,1554.53946,31.31965042,0.032051651,0.000213421,0.01460895,0.230924753,0,0,0,0,0,0,0,0,0,3,4083,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2343,1568,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2157,1772,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,2359,1542,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2132,1781,90,0,0,0,0,0,0,7,12,23,40,40,4,5,23,19,32,1,5,8,10,10,0,1,6,3,2,0,0,1,0,1,0,0,1,1,1,11,14,46,44,58,0,2,15,7,15,0,1,2,3,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,5,9,29,36,28,7,8,29,23,33,1,4,11,8,13,0,0,3,2,6,0,1,2,1,1,0,0,0,0,0,9,14,41,50,36,1,2,21,15,22,0,1,6,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Cancer_4_52,0,0,0,0,0.010986328,0.615478516,0.366455078,0.007080078,1137.779131,26.80879237,0.037242186,0.000254626,0.015957,0.204374077,0,0,0,0,0,0,0,0,0,1,4087,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2739,1205,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2540,1455,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2780,1201,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2528,1472,36,0,0,0,0,0,0,9,22,51,59,65,1,15,42,52,40,4,6,17,21,15,0,2,10,10,10,0,0,3,4,2,0,0,2,1,1,8,25,66,87,80,4,5,28,32,20,1,3,11,14,8,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,8,21,45,46,59,1,14,50,57,50,3,5,18,21,17,2,2,8,10,7,0,0,5,5,4,0,0,1,0,4,8,26,81,100,97,4,7,27,26,27,1,2,7,14,11,0,0,3,2,2,0,0,2,1,0,0,0,0,1,0
Cancer_4_53,0,0,0,0,0.009277344,0.574462891,0.398681641,0.017578125,1334.703655,28.55693856,0.035268587,0.000240108,0.015495414,0.198046516,0,0,0,0,0,0,0,0,0,4,4062,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,2548,1348,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2376,1582,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4082,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2594,1349,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2385,1572,79,0,0,0,0,0,0,3,3,5,28,48,0,5,3,11,23,0,0,3,7,10,0,0,1,1,4,0,0,0,0,2,0,0,0,1,0,1,6,7,34,56,0,0,1,6,15,0,0,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,8,27,41,0,4,4,20,30,0,1,0,6,5,0,0,0,0,8,0,0,0,1,2,0,0,0,0,0,1,4,7,32,57,0,2,1,4,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_4_54,0,0,0,0,0.012207031,0.552978516,0.425537109,0.009277344,1265.656515,27.85143008,0.034982154,0.000248594,0.015766871,0.13614604,0,0,0,0,0,0,0,0,0,3,4085,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2545,1411,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2303,1687,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2561,1397,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2311,1669,46,0,0,0,0,0,0,0,0,3,23,35,1,1,12,17,30,0,0,0,10,3,1,0,1,3,4,0,0,1,0,1,0,0,1,1,0,3,1,9,32,41,0,0,6,13,10,0,0,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,11,19,27,0,0,5,21,22,0,0,4,7,13,0,0,1,2,6,0,0,1,0,2,0,0,0,1,0,3,1,9,22,53,0,0,7,18,15,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cancer_4_55,0,0,0,0,0.030273438,0.549560547,0.39453125,0.025634766,2005.123941,34.64353814,0.032063667,0.000215105,0.014666447,0.069520333,0,0,0,0,0,0,0,0,0,13,4048,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2483,1294,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2256,1564,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4067,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,2438,1343,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2264,1558,113,0,0,0,0,0,0,7,6,32,28,63,4,6,20,25,41,3,0,2,1,15,0,0,1,0,10,0,0,0,0,3,0,0,0,0,2,8,11,34,39,86,0,1,10,4,24,0,1,2,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,3,27,35,64,3,7,14,20,48,2,1,4,4,20,0,0,3,2,7,0,0,1,0,3,0,0,2,0,3,8,9,34,38,81,1,0,4,7,27,0,0,2,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Cancer_4_56,0,0,0,0,0.01953125,0.493652344,0.465332031,0.021484375,1576.329979,31.34957627,0.034214588,0.000221908,0.014896569,0.170443927,0,0,0,0,0,0,0,0,0,5,4080,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,2261,1578,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2043,1847,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4082,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2280,1613,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2035,1851,100,0,0,0,0,0,0,3,0,6,27,34,0,4,8,13,33,1,0,1,1,16,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,4,7,28,56,0,0,2,6,23,0,0,0,1,12,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,2,2,8,22,45,1,2,3,15,17,0,0,4,4,21,0,0,0,3,5,0,0,0,0,2,0,0,0,0,1,2,2,11,30,59,1,0,3,2,16,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
Cancer_4_57,0,0,0,0,0.038818359,0.537353516,0.390136719,0.033691406,2052.342161,34.39989407,0.030433021,0.000211738,0.014551225,0.188781749,0,0,0,0,0,0,0,0,0,72,4000,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,2402,1317,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,3931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,130,2200,1550,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3994,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,188,2359,1362,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,3948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,121,2219,1541,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_4_58,0,0,0,0,0.005371094,0.566650391,0.383056641,0.044921875,1867.383739,33.91340042,0.03121482,0.000224152,0.01497171,0.108450561,0,0,0,0,0,0,0,0,0,1,4073,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2527,1333,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2348,1518,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4074,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2569,1301,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2365,1510,188,0,0,0,0,0,0,6,7,30,57,56,2,9,21,52,45,0,0,12,19,33,0,0,2,6,12,0,0,0,2,5,0,0,0,1,2,5,8,39,101,110,0,1,10,19,42,0,0,2,1,17,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,5,9,24,68,73,3,7,24,45,62,0,0,11,8,28,0,0,2,12,11,0,0,1,2,3,0,0,0,0,0,5,11,44,92,112,0,1,6,25,41,0,0,2,1,19,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0
Cancer_4_59,0,0,0,0,0.012451172,0.452636719,0.5,0.034912109,1409.166049,29.11837924,0.037411672,0.000225905,0.015030152,0.308594145,0,0,0,0,0,0,0,0,0,2,4069,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2140,1741,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1885,1985,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2144,1752,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1900,1972,157,0,0,0,0,0,0,3,6,22,18,52,0,5,6,19,33,0,0,7,3,17,0,0,1,2,7,0,0,0,2,1,0,0,0,0,0,2,9,23,25,68,0,1,8,6,20,0,0,0,4,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11,18,18,52,0,2,17,24,28,0,1,3,3,16,0,0,1,2,9,0,0,0,0,2,0,0,0,0,0,1,7,21,32,79,0,1,6,9,19,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cancer_4_60,0,0,0,0,0.016601563,0.533935547,0.420410156,0.029052734,1666.806939,32.59454449,0.031070019,0.000217279,0.014740381,0.162968982,0,0,0,0,0,0,0,0,0,6,4080,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2368,1487,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2203,1676,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2421,1470,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2192,1673,127,0,0,0,0,0,0,2,4,15,31,64,0,2,12,28,37,0,1,9,9,23,0,0,0,4,8,0,0,0,1,4,0,0,0,0,2,1,4,25,48,70,0,2,7,10,32,0,0,0,2,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,2,24,27,67,2,4,16,33,38,0,3,2,6,16,0,0,3,1,9,0,0,0,0,5,0,0,0,0,0,2,5,24,36,92,0,1,6,16,27,0,0,2,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cancer_4_61,0,0,0,0,0.028076172,0.527099609,0.421630859,0.023193359,1623.76536,30.58951271,0.037086314,0.000229412,0.01514636,0.179947147,0,0,0,0,0,0,0,0,0,5,4067,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,2342,1450,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2166,1691,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4073,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,2388,1433,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,2168,1682,106,0,0,0,0,0,0,14,17,26,37,48,7,7,16,37,35,0,0,8,17,23,0,1,7,11,11,0,0,1,1,5,0,0,0,0,0,16,17,42,61,92,0,1,5,27,23,0,0,5,5,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11,18,35,32,60,8,8,12,42,43,2,1,2,13,18,1,0,2,1,8,0,0,3,1,1,0,0,0,1,2,14,20,36,67,78,2,2,11,18,28,1,0,3,5,7,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0
Cancer_4_62,0,0,0,0,0.014404297,0.438964844,0.528808594,0.017822266,1391.712129,28.46001059,0.038129989,0.00024635,0.015695537,0.150366218,0,0,0,0,0,0,0,0,0,5,4072,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2132,1768,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1841,2095,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4084,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2101,1825,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1864,2076,82,0,0,0,0,0,0,7,9,6,20,41,0,2,4,19,35,0,1,1,5,18,0,0,1,2,4,0,0,0,0,3,0,0,1,1,0,4,7,11,31,65,0,5,0,9,24,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,14,42,2,5,5,19,35,1,2,1,8,12,1,0,0,2,8,0,0,0,0,2,0,0,0,0,1,6,8,15,33,71,0,2,0,6,25,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_4_63,0,0,0,0,0.0078125,0.527099609,0.450195313,0.014892578,1166.684587,26.54634534,0.036314161,0.000257572,0.016049035,0.138656621,0,0,0,0,0,0,0,0,0,1,4078,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2460,1517,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2188,1798,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4084,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2438,1532,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2203,1774,74,0,0,0,0,0,0,4,12,8,32,64,1,0,9,26,47,1,0,1,8,21,0,0,1,1,4,0,0,2,1,5,0,0,0,0,2,4,8,12,45,82,2,3,5,9,36,0,0,2,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,11,42,42,1,6,8,30,50,1,0,3,6,19,0,2,0,3,12,0,0,0,1,0,0,0,0,0,1,4,8,14,45,80,2,1,6,12,27,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Cancer_4_64,0,0,0,0,0.002685547,0.489501953,0.48828125,0.01953125,1429.407839,29.71398305,0.036899816,0.000238074,0.015429645,0.110870578,0,0,0,0,0,0,0,0,0,5,4067,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2269,1656,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2039,1940,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4086,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2305,1686,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2028,1942,95,0,0,0,0,0,0,14,13,39,62,63,0,9,26,39,55,1,1,14,13,22,0,0,6,2,9,0,0,2,3,3,0,0,0,2,2,10,16,56,70,108,1,4,12,20,34,0,0,5,1,10,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,6,16,38,67,60,7,9,39,44,45,2,5,11,8,31,1,0,5,4,9,0,0,0,4,8,0,0,2,0,3,9,19,53,84,92,1,4,20,13,37,0,2,4,3,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Cancer_5_1,0,0,0,0,0.032226563,0.526123047,0.431396484,0.010253906,1715.252913,32.44253178,0.030673893,0.000226151,0.015038316,0.052907788,0,0,0,0,0,0,0,0,0,4,4078,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,2429,1410,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2183,1703,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4084,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2420,1436,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2197,1699,52,0,0,0,0,0,0,11,10,14,23,41,6,6,11,18,32,0,3,0,8,14,0,0,0,2,1,0,0,0,1,3,0,0,0,2,2,10,9,11,37,65,1,2,3,10,10,0,0,0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,5,12,32,62,4,9,8,32,31,1,0,1,9,12,0,1,1,2,2,0,0,0,2,1,0,0,0,0,2,12,8,15,40,70,0,2,2,12,17,0,0,2,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
